0	1
0.1	0.90483741803596
0.2	0.818730753077982
0.3	0.740818220681718
0.4	0.670320046035639
0.5	0.606530659712633
0.6	0.548811636094026
0.7	0.49658530379141
0.8	0.449328964117222
0.9	0.406569659740599
1	0.367879441171442
1.1	0.33287108369808
1.2	0.301194211912202
1.3	0.272531793034013
1.4	0.246596963941606
1.5	0.22313016014843
1.6	0.201896517994655
1.7	0.182683524052735
1.8	0.165298888221587
1.9	0.149568619222635
2	0.135335283236613
2.1	0.122456428252982
2.2	0.110803158362334
2.3	0.100258843722804
2.4	0.0907179532894125
2.5	0.0820849986238988
2.6	0.0742735782143339
2.7	0.0672055127397498
2.8	0.060810062625218
2.9	0.0550232200564072
3	0.0497870683678639
3.1	0.0450492023935578
3.2	0.0407622039783662
3.3	0.03688316740124
3.4	0.0333732699603261
3.5	0.0301973834223185
3.6	0.0273237224472926
3.7	0.0247235264703394
3.8	0.0223707718561656
3.9	0.0202419114458044
4	0.0183156388887342
4.1	0.0165726754017613
4.2	0.0149955768204777
4.3	0.0135685590122009
4.4	0.0122773399030684
4.5	0.0111089965382423
4.6	0.0100518357446336
4.7	0.00909527710169582
4.8	0.00822974704902003
4.9	0.00744658307092434
5	0.00673794699908547
5.1	0.00609674656551564
5.2	0.00551656442076077
5.3	0.00499159390691022
5.4	0.00451658094261267
5.5	0.00408677143846407
5.6	0.00369786371648293
5.7	0.00334596545747127
5.8	0.00302755474537582
5.9	0.00273944481876837
6	0.00247875217666636
6.1	0.0022428677194858
6.2	0.00202943063629573
6.3	0.00183630477702891
6.4	0.00166155727317393
6.5	0.00150343919297757
6.6	0.00136036803754789
6.7	0.00123091190267348
6.8	0.0011137751478448
6.9	0.00100778542904851
7	0.000911881965554516
7.1	0.000825104923265905
7.2	0.000746585808376679
7.3	0.000675538775193844
7.4	0.000611252761129572
7.5	0.000553084370147834
7.6	0.000500451433440611
7.7	0.000452827182886797
7.8	0.000409734978979787
7.9	0.000370743540459088
8	0.000335462627902512
8.1	0.000303539138078867
8.2	0.000274653569972143
8.3	0.000248516827107952
8.4	0.000224867324178848
8.5	0.000203468369010644
8.6	0.000184105793667579
8.7	0.000166585810987634
8.8	0.000150733075095477
8.9	0.000136388926482011
9	0.00012340980408668
9.1	0.000111665808490115
9.2	0.000101039401837093
9.3	9.14242314781733E-05
9.4	8.27240655566322E-05
9.5	7.48518298877006E-05
9.6	6.77287364908539E-05
9.7	6.12834950532221E-05
9.8	5.54515994321769E-05
9.9	5.01746820561753E-05
